 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
350,50,1,604.391,462.319,0,0.576,1.323,2.211,4.079,8.158,0.052
351,50,2,604.200,462.794,0,0.676,1.310,2.170,3.987,7.991,0.075
352,50,3,603.747,463.985,0,0.629,1.414,2.540,5.085,11.082,0.089
353,50,4,603.037,464.316,0,0.636,1.437,2.681,5.666,13.180,0.070
354,50,5,603.689,464.261,0,0.646,1.297,2.112,3.794,7.393,0.067
355,50,6,603.935,463.755,0,0.716,1.324,2.205,4.037,7.966,0.101
356,50,7,603.855,463.850,0,0.649,1.255,1.998,3.494,6.599,0.036
357,51,0,105.301,469.467,0,1.447,1.381,2.373,4.489,9.165,0.018
358,51,1,105.412,469.690,0,1.422,1.362,2.302,4.263,8.483,0.016
359,51,2,105.719,469.558,0,1.823,1.282,2.053,3.591,6.733,0.005
360,51,3,106.396,469.754,0,1.163,1.433,2.544,4.959,10.385,0.054
361,51,4,106.883,469.674,0,1.370,1.495,2.797,5.808,13.053,0.014
362,51,5,106.339,468.303,0,0.854,1.337,2.264,4.264,8.766,0.080
363,51,6,106.166,467.555,0,0.747,1.275,2.049,3.622,6.930,0.051
364,51,7,106.355,467.077,0,0.679,1.284,2.065,3.636,6.880,0.054
365,51,8,106.340,466.531,0,0.661,1.208,1.870,3.205,6.011,0.008
366,52,0,155.925,469.399,0,0.951,1.591,3.117,6.742,15.699,0.026
367,52,1,156.290,470.196,0,0.871,1.524,2.864,5.938,13.269,0.089
368,53,0,141.393,470.848,0,1.098,1.575,3.058,6.538,15.003,0.016
369,53,1,140.712,470.567,0,1.046,1.461,2.659,5.354,11.669,0.068
370,53,2,140.675,469.389,0,0.651,1.418,2.536,5.044,10.907,0.104
371,53,3,140.961,469.565,0,0.671,1.448,2.646,5.391,11.949,0.095
372,53,4,140.931,469.092,0,0.756,1.433,2.599,5.263,11.614,0.126
373,53,5,140.818,468.781,0,0.682,1.279,2.083,3.785,7.553,0.062
374,53,6,141.357,469.016,0,0.577,1.342,2.300,4.377,9.063,0.088
375,54,0,366.030,470.162,0,1.107,1.451,2.653,5.413,12.028,0.047
376,54,1,367.445,467.490,0,1.505,1.629,3.229,7.031,16.408,0.005
377,55,0,470.757,470.278,0,1.015,1.379,2.402,4.643,9.763,0.070
378,55,1,470.000,469.723,0,0.874,1.450,2.638,5.345,11.782,0.119
379,55,2,470.783,468.936,0,0.973,1.568,3.011,6.354,14.370,0.038
380,55,3,470.699,468.458,0,0.942,1.456,2.663,5.431,12.062,0.079
381,55,4,471.142,469.075,0,0.997,1.411,2.497,4.884,10.332,0.074
382,55,5,471.310,470.408,0,1.142,1.350,2.287,4.280,8.681,0.049
383,55,6,471.639,470.314,0,0.969,1.463,2.664,5.357,11.637,0.075
384,55,7,468.726,470.232,0,1.108,1.509,2.806,5.750,12.686,0.023
385,55,8,468.990,470.654,0,1.293,1.425,2.575,5.186,11.377,0.019
386,55,9,467.818,471.070,0,1.543,1.399,2.442,4.701,9.776,0.012
387,55,10,468.273,471.119,0,1.075,1.386,2.392,4.552,9.349,0.055
388,55,11,467.162,471.474,0,0.797,1.375,2.364,4.484,9.198,0.127
389,56,0,500.644,472.031,0,0.912,1.483,2.749,5.641,12.518,0.074
390,56,1,501.219,470.883,0,0.912,1.463,2.662,5.354,11.624,0.110
391,57,0,653.180,471.463,0,1.197,1.374,2.373,4.526,9.344,0.038
392,57,1,653.033,471.097,0,0.869,1.408,2.489,4.862,10.265,0.123
393,57,2,651.849,471.211,0,0.777,1.380,2.424,4.750,10.171,0.129
394,57,3,651.524,471.161,0,0.819,1.318,2.174,3.914,7.538,0.071
395,57,4,650.460,469.181,0,0.860,1.262,2.017,3.556,6.803,0.026
396,57,5,651.220,469.792,0,0.778,1.350,2.297,4.334,8.900,0.096
397,57,6,653.788,470.586,0,0.778,1.428,2.541,5.007,10.704,0.143
398,58,0,484.150,472.796,0,1.800,1.353,2.336,4.516,9.568,0.006
399,58,1,484.289,472.643,0,0.923,1.285,2.177,4.200,9.036,0.045
400,58,2,484.833,472.525,0,0.875,1.238,1.962,3.444,6.592,0.018
401,58,3,485.007,472.514,0,1.131,1.271,2.044,3.598,6.800,0.018
402,58,4,484.487,472.650,0,1.602,1.456,2.637,5.275,11.385,0.007
403,58,5,484.448,473.032,0,1.575,1.615,3.203,6.984,16.306,0.004
404,58,6,484.978,472.564,0,1.559,1.471,2.712,5.548,12.289,0.007
405,58,7,485.059,472.358,0,1.606,1.476,2.714,5.531,12.202,0.008
406,58,8,484.955,472.362,0,1.249,1.622,3.259,7.252,17.366,0.006
407,58,9,485.692,471.984,0,0.828,1.357,2.324,4.403,9.037,0.112
408,58,10,486.171,472.280,0,0.653,1.317,2.182,3.991,7.924,0.081
409,59,0,41.541,473.640,0,0.502,1.220,1.880,3.174,5.784,0.011
410,59,1,41.570,474.127,0,0.618,1.305,2.153,3.928,7.793,0.053
411,60,0,749.653,473.094,0,1.040,1.645,3.320,7.358,17.443,0.009
412,60,1,750.113,473.224,0,0.954,1.410,2.484,4.842,10.205,0.097
413,60,2,753.058,473.437,0,1.107,1.297,2.110,3.755,7.168,0.019
414,60,3,753.773,474.273,0,1.504,1.313,2.158,3.891,7.556,0.010
415,60,4,753.818,474.782,0,0.889,1.233,1.930,3.330,6.240,0.011
416,60,5,752.177,474.360,0,0.932,1.259,2.008,3.520,6.669,0.025
417,60,6,750.926,473.879,0,0.711,1.337,2.240,4.130,8.211,0.109
418,60,7,750.767,474.187,0,0.609,1.313,2.191,4.064,8.226,0.089
419,60,8,750.424,473.888,0,0.899,1.367,2.338,4.409,8.985,0.079
420,60,9,750.047,474.004,0,0.597,1.394,2.452,4.771,10.027,0.102
421,61,0,480.734,473.995,0,1.147,1.616,3.274,7.333,17.615,0.010
422,61,1,480.239,473.961,0,1.394,1.408,2.522,5.027,10.883,0.018
423,61,2,479.847,474.243,0,1.080,1.342,2.255,4.166,8.294,0.039
424,61,3,479.867,474.302,0,0.897,1.261,2.006,3.496,6.552,0.032
425,62,0,890.616,477.940,0,1.184,1.417,2.514,4.939,10.498,0.039
426,62,1,891.143,476.894,0,0.838,1.383,2.405,4.639,9.705,0.120
427,62,2,890.714,476.996,0,1.157,1.392,2.429,4.675,9.716,0.047
428,62,3,890.535,477.045,0,1.225,1.342,2.261,4.196,8.405,0.031
429,62,4,890.224,476.581,0,1.389,1.396,2.442,4.721,9.870,0.013
430,62,5,889.706,476.600,0,1.193,1.491,2.741,5.553,12.116,0.024
431,62,6,889.764,477.167,0,1.085,1.518,2.839,5.845,12.949,0.037
432,62,7,890.278,477.450,0,1.105,1.478,2.704,5.456,11.880,0.028
433,62,8,889.539,477.455,0,0.969,1.614,3.182,6.904,16.069,0.025
434,62,9,889.161,477.956,0,1.064,1.519,2.839,5.849,12.974,0.036
435,62,10,888.751,478.298,0,1.090,1.618,3.182,6.875,15.926,0.025
436,62,11,889.249,477.634,0,1.192,1.524,2.862,5.927,13.221,0.018
437,62,12,888.699,477.854,0,0.990,1.461,2.668,5.405,11.867,0.069
438,62,13,888.360,479.027,0,1.002,1.374,2.370,4.526,9.381,0.061
439,62,14,887.928,479.682,0,0.894,1.489,2.758,5.643,12.457,0.100
440,62,15,887.944,479.375,0,0.741,1.527,2.908,6.148,14.070,0.064
441,62,16,888.578,479.071,0,0.713,1.397,2.466,4.852,10.412,0.139
442,63,0,664.746,483.335,0,0.679,1.316,2.224,4.199,8.688,0.093
443,63,1,664.964,482.644,0,0.676,1.453,2.672,5.500,12.356,0.100
444,63,2,664.771,482.491,0,0.857,1.429,2.541,4.991,10.606,0.128
445,63,3,664.553,483.141,0,1.196,1.404,2.482,4.872,10.390,0.049
446,63,4,666.304,482.920,0,1.176,1.577,3.069,6.616,15.391,0.017
447,63,5,664.590,483.135,0,0.561,1.272,2.043,3.599,6.831,0.043
448,63,6,663.870,483.238,0,0.664,1.265,2.026,3.579,6.856,0.053
449,63,7,664.090,483.076,0,0.668,1.329,2.252,4.246,8.743,0.109
450,63,8,664.275,482.346,0,0.630,1.378,2.390,4.631,9.825,0.129
451,64,0,213.222,488.785,0,1.068,1.471,2.708,5.530,12.227,0.050
452,64,1,212.516,487.690,0,1.009,1.278,2.046,3.579,6.713,0.021
453,65,0,334.728,488.203,0,0.990,1.293,2.099,3.727,7.107,0.030
454,65,1,335.453,488.712,0,1.006,1.401,2.464,4.821,10.287,0.078
455,65,2,334.649,488.253,0,1.006,1.403,2.460,4.770,10.018,0.078
456,65,3,334.323,488.291,0,0.956,1.341,2.261,4.202,8.439,0.059
457,65,4,335.347,487.665,0,1.240,1.387,2.388,4.511,9.160,0.030
458,65,5,334.954,487.731,0,1.315,1.396,2.426,4.652,9.636,0.032
459,65,6,334.929,487.853,0,2.043,1.429,2.544,5.011,10.677,0.006
460,65,7,334.735,488.681,0,1.658,1.378,2.376,4.514,9.262,0.007
461,65,8,334.162,487.964,0,1.611,1.354,2.301,4.319,8.784,0.009
462,65,9,334.251,487.389,0,1.517,1.338,2.245,4.142,8.242,0.012
463,65,10,334.527,488.261,0,1.637,1.345,2.248,4.106,8.024,0.009
464,65,11,333.438,488.450,0,1.361,1.428,2.540,4.981,10.526,0.021
465,65,12,332.978,487.776,0,1.181,1.415,2.507,4.914,10.415,0.038
466,65,13,333.242,489.149,0,1.253,1.364,2.311,4.295,8.575,0.033
467,65,14,333.685,488.897,0,1.311,1.376,2.385,4.594,9.632,0.028
468,65,15,333.613,487.686,0,1.239,1.553,2.951,6.165,13.839,0.022
469,65,16,333.845,487.285,0,1.332,1.391,2.401,4.545,9.239,0.020
470,65,17,333.757,487.583,0,0.981,1.375,2.353,4.430,8.994,0.074
471,65,18,333.533,487.668,0,0.736,1.460,2.662,5.379,11.780,0.130
472,65,19,333.696,488.380,0,0.915,1.468,2.655,5.285,11.320,0.097
473,66,0,191.540,490.297,0,0.765,1.415,2.471,4.736,9.746,0.150
474,66,1,192.326,490.796,0,0.642,1.264,2.068,3.785,7.626,0.042
475,66,2,192.680,491.178,0,0.934,1.457,2.683,5.511,12.322,0.107
476,66,3,192.085,491.608,0,0.881,1.405,2.515,5.039,11.046,0.095
477,67,0,465.856,491.401,0,0.719,1.334,2.257,4.245,8.715,0.105
478,67,1,465.845,495.864,0,1.024,1.349,2.280,4.243,8.523,0.049
479,68,0,661.408,492.984,0,3.052,1.519,2.878,6.047,13.722,0.002
480,68,1,661.981,492.570,0,3.316,1.517,2.871,6.029,13.698,0.002
481,68,2,662.193,492.187,0,4.017,1.515,2.842,5.901,13.239,0.002
482,68,3,662.958,490.591,0,2.795,1.601,3.140,6.782,15.718,0.002
483,68,4,663.161,490.572,0,2.837,1.643,3.276,7.162,16.749,0.002
484,68,5,663.047,489.820,0,1.942,1.569,3.091,6.783,16.079,0.004
485,69,0,617.339,494.479,0,1.619,1.343,2.240,4.074,7.922,0.010
486,69,1,617.204,494.549,0,1.051,1.494,2.760,5.628,12.376,0.063
487,70,0,433.326,495.103,0,0.627,1.417,2.522,4.975,10.628,0.108
488,70,1,430.370,492.034,0,0.812,1.528,2.894,6.091,13.896,0.079
489,71,0,305.809,497.537,0,0.869,1.633,3.267,7.181,16.894,0.012
490,71,1,305.138,496.730,0,1.447,1.400,2.449,4.729,9.881,0.014
491,72,0,552.148,497.787,0,1.897,1.518,2.843,5.880,13.110,0.003
492,72,1,552.624,497.660,0,1.549,1.524,2.859,5.905,13.118,0.009
493,72,2,553.135,497.649,0,2.466,1.536,2.897,6.011,13.412,0.002
494,72,3,553.168,497.635,0,3.818,1.471,2.700,5.498,12.142,0.002
495,72,4,553.549,497.248,0,4.059,1.427,2.540,4.997,10.638,0.002
496,72,5,553.371,497.473,0,3.755,1.381,2.382,4.532,9.314,0.002
497,72,6,553.275,497.259,0,4.264,1.356,2.299,4.293,8.658,0.002
498,72,7,553.247,497.120,0,3.964,1.387,2.402,4.586,9.461,0.002
499,72,8,553.480,496.694,0,3.990,1.325,2.187,3.952,7.658,0.002
500,72,9,553.298,496.530,0,3.996,1.369,2.357,4.496,9.319,0.002
501,72,10,552.794,497.014,0,3.318,1.379,2.385,4.558,9.424,0.002
502,72,11,552.311,497.282,0,3.170,1.284,2.062,3.616,6.795,0.002
503,72,12,551.974,497.710,0,2.883,1.325,2.219,4.112,8.275,0.002
504,72,13,551.898,497.707,0,3.938,1.366,2.358,4.529,9.481,0.002
505,72,14,551.698,497.935,0,3.838,1.340,2.252,4.170,8.332,0.002
506,72,15,551.492,498.088,0,2.682,1.406,2.453,4.697,9.656,0.004
507,72,16,550.992,497.531,0,2.266,1.560,3.001,6.369,14.541,0.003
508,72,17,550.818,497.600,0,1.640,1.498,2.800,5.800,12.990,0.003
509,72,18,550.867,497.405,0,1.850,1.611,3.185,6.941,16.237,0.002
510,72,19,549.916,496.733,0,1.562,1.578,3.075,6.613,15.275,0.008
511,72,20,550.285,497.645,0,1.675,1.369,2.339,4.397,8.920,0.012
512,72,21,550.361,497.702,0,1.354,1.452,2.612,5.170,11.016,0.015
513,72,22,550.484,497.781,0,1.305,1.329,2.202,4.001,7.816,0.018
514,72,23,550.017,497.739,0,1.109,1.501,2.800,5.774,12.850,0.054
515,72,24,550.551,497.836,0,1.111,1.548,2.967,6.293,14.395,0.025
516,72,25,550.786,497.694,0,1.388,1.536,2.921,6.133,13.871,0.011
517,72,26,551.033,495.829,0,0.980,1.606,3.182,6.950,16.293,0.021
518,72,27,551.406,497.742,0,1.055,1.675,3.419,7.674,18.450,0.011
519,73,0,687.481,499.071,0,3.162,1.620,3.212,7.005,16.375,0.002
520,73,1,687.386,499.094,0,3.399,1.486,2.738,5.560,12.162,0.002
521,73,2,687.422,499.508,0,3.066,1.507,2.830,5.898,13.323,0.003
522,73,3,687.242,500.135,0,2.374,1.396,2.489,4.989,10.998,0.003
523,73,4,687.172,499.629,0,3.203,1.420,2.503,4.852,10.126,0.002
524,73,5,687.055,499.428,0,3.271,1.395,2.435,4.696,9.809,0.002
525,73,6,687.096,499.636,0,3.197,1.402,2.471,4.840,10.316,0.003
526,73,7,686.966,499.752,0,2.949,1.416,2.498,4.858,10.193,0.002
527,73,8,686.724,500.134,0,2.883,1.518,2.861,5.974,13.493,0.002
528,73,9,687.305,500.456,0,2.754,1.503,2.820,5.883,13.308,0.002
529,73,10,688.148,500.200,0,2.893,1.465,2.685,5.460,12.026,0.002
530,73,11,688.150,500.256,0,2.614,1.495,2.801,5.832,13.164,0.002
531,73,12,687.478,499.645,0,2.358,1.680,3.425,7.657,18.288,0.002
532,73,13,687.463,499.546,0,2.395,1.598,3.131,6.756,15.653,0.002
533,73,14,688.010,499.452,0,1.673,1.601,3.142,6.789,15.743,0.005
534,73,15,687.779,500.288,0,1.970,1.581,3.054,6.482,14.754,0.004
535,73,16,688.076,499.830,0,1.941,1.525,2.882,6.031,13.640,0.004
536,73,17,687.829,499.634,0,1.936,1.605,3.161,6.863,16.014,0.004
537,73,18,689.040,499.067,0,1.513,1.482,2.753,5.681,12.703,0.011
538,73,19,689.487,498.924,0,1.170,1.347,2.323,4.490,9.535,0.041
539,73,20,690.232,498.939,0,1.265,1.383,2.414,4.662,9.748,0.023
540,73,21,690.506,499.109,0,1.458,1.404,2.467,4.792,10.068,0.010
541,73,22,690.257,499.688,0,1.338,1.376,2.362,4.478,9.186,0.025
542,73,23,690.495,499.431,0,1.387,1.304,2.144,3.882,7.608,0.009
543,73,24,690.485,499.638,0,1.238,1.388,2.394,4.550,9.343,0.036
544,73,25,690.787,499.820,0,1.200,1.355,2.321,4.419,9.185,0.042
545,73,26,691.252,500.643,0,1.134,1.372,2.351,4.440,9.064,0.050
546,73,27,691.607,501.701,0,1.152,1.366,2.340,4.432,9.104,0.051
547,73,28,691.898,502.366,0,1.311,1.304,2.145,3.898,7.692,0.026
548,73,29,692.105,502.262,0,1.311,1.411,2.486,4.822,10.082,0.027
549,73,30,691.863,502.404,0,1.276,1.344,2.286,4.312,8.854,0.024
550,73,31,691.596,503.154,0,1.104,1.322,2.182,3.955,7.723,0.043
551,73,32,691.195,503.993,0,0.923,1.388,2.411,4.610,9.493,0.103
552,73,33,691.436,503.681,0,0.914,1.425,2.532,4.970,10.554,0.108
553,73,34,691.700,504.071,0,1.115,1.321,2.199,4.037,8.011,0.027
554,73,35,691.053,505.003,0,1.159,1.356,2.313,4.342,8.784,0.051
555,73,36,690.917,505.869,0,1.254,1.318,2.196,4.044,8.073,0.028
556,73,37,691.598,505.815,0,1.264,1.272,2.026,3.527,6.595,0.010
557,73,38,691.567,506.551,0,1.118,1.288,2.094,3.751,7.274,0.025
558,73,39,691.372,506.543,0,0.881,1.316,2.184,4.000,7.939,0.069
559,73,40,692.043,505.845,0,0.863,1.477,2.731,5.599,12.433,0.107
560,73,41,691.761,506.691,0,0.782,1.439,2.588,5.137,10.987,0.123
561,74,0,438.619,503.280,0,2.615,1.573,3.063,6.599,15.345,0.002
562,74,1,438.301,502.709,0,2.523,1.569,3.051,6.571,15.263,0.003
563,75,0,335.276,505.524,0,0.830,1.384,2.535,5.295,12.240,0.139
564,75,1,336.732,504.814,0,1.810,1.693,3.485,7.889,19.109,0.002
565,75,2,336.083,504.633,0,1.622,1.541,2.988,6.469,15.203,0.004
566,75,3,335.749,503.833,0,1.599,1.541,2.983,6.444,15.103,0.006
567,75,4,337.398,503.608,0,2.367,1.548,2.953,6.208,14.012,0.002
568,75,5,337.542,503.779,0,2.085,1.588,3.090,6.601,15.087,0.003
569,75,6,336.978,503.593,0,1.582,1.409,2.550,5.163,11.372,0.010
570,75,7,336.513,503.983,0,1.363,1.238,2.000,3.644,7.365,0.005
571,75,8,336.401,504.060,0,1.273,1.373,2.431,4.827,10.472,0.024
572,75,9,335.296,503.863,0,1.406,1.259,2.035,3.658,7.195,0.017
573,75,10,335.291,504.219,0,1.550,1.271,2.062,3.724,7.374,0.014
574,75,11,335.250,504.334,0,1.858,1.276,2.086,3.797,7.574,0.005
575,75,12,335.287,504.641,0,1.939,1.370,2.380,4.593,9.627,0.006
576,75,13,335.448,504.861,0,1.768,1.381,2.420,4.715,9.980,0.007
577,75,14,335.797,504.516,0,1.902,1.442,2.608,5.228,11.338,0.004
578,75,15,335.540,504.311,0,1.856,1.403,2.490,4.938,10.701,0.006
579,75,16,335.660,504.329,0,1.982,1.505,2.817,5.853,13.172,0.004
580,75,17,335.810,504.043,0,2.019,1.470,2.746,5.754,13.162,0.002
581,75,18,336.035,504.461,0,2.234,1.583,3.069,6.547,14.988,0.003
582,75,19,338.922,506.549,0,2.088,1.533,2.965,6.397,14.959,0.002
583,75,20,339.065,506.076,0,1.886,1.498,2.815,5.885,13.331,0.007
584,76,0,340.074,505.779,0,1.493,1.445,2.622,5.286,11.571,0.017
585,76,1,339.143,505.414,0,1.863,1.599,3.153,6.873,16.126,0.003
586,76,2,339.326,505.554,0,1.762,1.609,3.211,7.092,16.856,0.003
587,76,3,339.379,505.514,0,1.588,1.591,3.114,6.715,15.541,0.007
588,77,0,517.716,506.660,0,2.536,1.376,2.373,4.533,9.397,0.005
589,77,1,518.492,506.207,0,2.300,1.273,2.038,3.570,6.721,0.003
590,77,2,516.847,507.126,0,2.670,1.376,2.380,4.562,9.496,0.004
591,77,3,516.510,507.474,0,2.205,1.337,2.238,4.113,8.138,0.007
592,77,4,518.148,506.263,0,1.664,1.454,2.648,5.357,11.770,0.008
593,77,5,519.922,506.264,0,1.303,1.448,2.647,5.394,11.964,0.027
594,77,6,518.474,506.705,0,1.316,1.461,2.707,5.615,12.714,0.013
595,77,7,519.754,506.384,0,1.218,1.358,2.326,4.420,9.138,0.032
596,77,8,518.439,505.942,0,1.700,1.348,2.297,4.335,8.874,0.007
597,77,9,519.118,506.226,0,1.599,1.426,2.590,5.287,11.849,0.006
598,78,0,746.226,507.702,0,1.061,1.407,2.472,4.796,10.057,0.063
599,78,1,745.755,508.332,0,1.302,1.506,2.810,5.790,12.872,0.014
600,78,2,746.686,508.250,0,1.094,1.385,2.364,4.404,8.777,0.052
601,78,3,746.992,509.194,0,1.120,1.454,2.642,5.307,11.510,0.053
602,78,4,747.012,507.818,0,1.128,1.531,2.911,6.110,13.822,0.026
603,78,5,747.628,507.930,0,0.947,1.508,2.823,5.843,13.039,0.069
604,78,6,747.072,508.226,0,1.069,1.400,2.459,4.783,10.087,0.057
605,78,7,746.091,508.291,0,1.189,1.414,2.494,4.852,10.182,0.032
606,78,8,745.653,508.499,0,1.140,1.363,2.329,4.392,8.958,0.035
607,78,9,744.702,508.584,0,1.208,1.352,2.282,4.231,8.452,0.031
608,78,10,744.417,508.371,0,1.435,1.322,2.182,3.947,7.669,0.016
609,78,11,744.863,508.537,0,1.136,1.325,2.190,3.967,7.716,0.029
610,78,12,744.580,508.819,0,1.079,1.357,2.286,4.220,8.366,0.056
611,78,13,744.956,508.946,0,0.599,1.367,2.394,4.688,10.026,0.095
612,78,14,745.392,508.847,0,0.581,1.357,2.303,4.299,8.652,0.089
613,78,15,746.523,509.657,0,0.811,1.564,2.995,6.316,14.311,0.053
614,79,0,766.515,508.117,0,1.006,1.213,1.867,3.152,5.748,0.005
615,79,1,766.963,507.282,0,0.978,1.301,2.161,3.995,8.075,0.037
616,79,2,764.925,507.832,0,0.688,1.286,2.107,3.829,7.587,0.064
617,79,3,765.487,507.176,0,0.628,1.288,2.084,3.682,6.969,0.046
618,79,4,765.865,507.217,0,0.716,1.343,2.291,4.343,8.962,0.112
619,79,5,765.248,506.575,0,0.856,1.205,1.847,3.098,5.609,0.007
620,79,6,765.399,506.116,0,1.089,1.391,2.436,4.733,9.980,0.055
621,79,7,765.967,506.593,0,0.870,1.242,1.988,3.550,6.982,0.025
622,79,8,764.831,506.602,0,0.948,1.257,2.012,3.559,6.850,0.017
623,79,9,763.592,506.207,0,0.839,1.263,2.018,3.553,6.785,0.026
624,79,10,763.054,506.564,0,0.941,1.275,2.057,3.659,7.056,0.027
625,79,11,762.658,506.705,0,0.814,1.248,2.004,3.591,7.083,0.032
626,79,12,761.562,508.060,0,1.233,1.310,2.172,4.014,8.130,0.023
627,79,13,761.300,508.639,0,1.815,1.286,2.069,3.635,6.841,0.005
628,79,14,759.993,508.209,0,1.692,1.535,2.922,6.162,14.029,0.008
629,79,15,758.757,509.261,0,1.094,1.432,2.567,5.103,11.006,0.051
630,79,16,758.670,508.957,0,0.786,1.448,2.665,5.492,12.342,0.134
631,79,17,758.569,509.351,0,0.976,1.461,2.661,5.378,11.786,0.080
632,79,18,758.777,509.801,0,1.678,1.400,2.494,4.968,10.822,0.006
633,79,19,757.990,509.467,0,1.210,1.306,2.157,3.941,7.825,0.029
634,79,20,757.414,509.041,0,1.108,1.387,2.436,4.788,10.308,0.044
635,79,21,757.764,509.581,0,1.423,1.322,2.191,3.989,7.823,0.010
636,79,22,759.068,508.864,0,1.387,1.330,2.250,4.238,8.710,0.020
637,79,23,759.574,508.230,0,1.225,1.363,2.325,4.370,8.866,0.028
638,79,24,758.288,507.416,0,1.165,1.462,2.656,5.334,11.575,0.043
639,79,25,758.743,506.185,0,1.609,1.370,2.359,4.507,9.362,0.014
640,79,26,758.837,505.454,0,1.433,1.409,2.468,4.765,9.934,0.017
641,79,27,758.638,505.514,0,1.213,1.348,2.297,4.345,8.957,0.041
642,79,28,758.901,505.775,0,1.338,1.338,2.241,4.130,8.210,0.030
643,79,29,759.378,505.721,0,1.397,1.357,2.307,4.329,8.800,0.022
644,79,30,759.676,505.215,0,1.128,1.359,2.311,4.311,8.636,0.046
645,79,31,759.343,505.440,0,1.115,1.346,2.261,4.165,8.243,0.052
646,79,32,759.826,505.406,0,1.284,1.357,2.286,4.218,8.351,0.029
647,79,33,760.288,505.278,0,1.276,1.457,2.664,5.423,12.005,0.031
648,79,34,758.807,505.654,0,0.878,1.367,2.372,4.606,9.798,0.106
649,79,35,758.718,505.805,0,1.175,1.283,2.074,3.673,6.996,0.015
650,79,36,759.032,505.715,0,1.307,1.387,2.421,4.680,9.800,0.035
651,79,37,759.983,505.742,0,1.731,1.353,2.311,4.369,8.965,0.007
652,79,38,760.344,505.789,0,2.278,1.370,2.334,4.363,8.767,0.006
653,79,39,761.079,506.304,0,2.234,1.368,2.348,4.453,9.155,0.005
654,79,40,760.464,506.208,0,2.277,1.339,2.252,4.178,8.388,0.004
655,79,41,761.094,506.354,0,2.276,1.361,2.311,4.314,8.678,0.003
656,79,42,761.161,506.338,0,2.592,1.354,2.284,4.235,8.457,0.002
657,79,43,761.158,506.425,0,2.385,1.315,2.159,3.882,7.496,0.004
658,79,44,761.132,506.902,0,2.351,1.368,2.360,4.512,9.373,0.003
659,79,45,761.346,506.845,0,2.659,1.331,2.214,4.048,7.978,0.003
660,79,46,761.680,506.717,0,2.597,1.308,2.141,3.839,7.398,0.003
661,79,47,761.110,506.079,0,2.398,1.359,2.314,4.351,8.844,0.005
662,79,48,761.301,506.194,0,2.271,1.410,2.477,4.794,10.004,0.005
663,79,49,761.043,506.016,0,1.492,1.469,2.736,5.692,12.867,0.013
664,79,50,759.921,506.040,0,1.051,1.371,2.417,4.778,10.324,0.073
665,79,51,759.909,506.589,0,1.600,1.491,2.810,5.937,13.687,0.010
666,79,52,759.759,506.725,0,1.787,1.413,2.554,5.195,11.601,0.008
667,79,53,759.967,506.656,0,1.571,1.386,2.463,4.947,10.963,0.016
668,79,54,759.184,506.419,0,1.602,1.228,1.913,3.268,6.021,0.003
669,79,55,759.524,506.684,0,1.598,1.355,2.316,4.388,9.024,0.013
670,79,56,760.623,507.287,0,2.179,1.556,3.001,6.413,14.803,0.003
671,79,57,760.660,507.302,0,2.195,1.568,3.035,6.487,14.928,0.003
672,79,58,759.810,506.951,0,1.681,1.564,3.038,6.533,15.150,0.006
673,79,59,759.674,507.707,0,1.950,1.642,3.293,7.247,17.047,0.004
674,79,60,757.809,506.611,0,1.112,1.205,1.847,3.102,5.632,0.005
675,79,61,759.274,507.566,0,1.953,1.584,3.084,6.619,15.277,0.004
676,79,62,758.663,507.767,0,1.736,1.537,2.943,6.252,14.347,0.010
677,79,63,757.827,506.632,0,1.280,1.525,2.938,6.303,14.636,0.019
678,79,64,758.315,505.793,0,1.441,1.359,2.354,4.556,9.662,0.028
679,79,65,757.762,505.707,0,1.518,1.237,1.929,3.291,6.041,0.004
680,79,66,757.567,506.018,0,1.450,1.310,2.174,3.992,7.949,0.017
681,79,67,758.085,506.211,0,1.195,1.377,2.413,4.706,9.973,0.051
682,79,68,757.624,506.061,0,0.929,1.291,2.103,3.747,7.162,0.042
683,79,69,758.922,506.575,0,1.114,1.450,2.667,5.499,12.378,0.056
684,79,70,757.743,506.348,0,0.845,1.415,2.552,5.154,11.385,0.147
685,79,71,757.647,506.007,0,0.688,1.279,2.079,3.712,7.130,0.046
686,79,72,758.491,506.461,0,0.632,1.301,2.184,4.123,8.570,0.044
687,80,0,557.884,509.690,0,0.671,1.428,2.543,5.010,10.692,0.133
688,80,1,557.865,509.731,0,0.716,1.463,2.675,5.407,11.816,0.115
689,81,0,301.220,511.002,0,2.352,1.369,2.352,4.461,9.151,0.004
690,81,1,300.834,510.972,0,2.307,1.368,2.350,4.445,9.068,0.005
691,81,2,301.623,510.902,0,1.740,1.388,2.445,4.807,10.325,0.006
692,81,3,301.450,511.410,0,2.090,1.395,2.448,4.771,10.119,0.005
693,81,4,301.533,511.518,0,2.553,1.417,2.508,4.912,10.431,0.004
694,81,5,301.124,511.344,0,2.532,1.380,2.392,4.587,9.532,0.002
695,81,6,301.919,511.215,0,3.160,1.395,2.437,4.706,9.838,0.003
696,81,7,302.716,511.165,0,3.590,1.344,2.249,4.121,8.096,0.002
697,81,8,303.200,510.787,0,2.979,1.350,2.300,4.348,8.949,0.003
